Season,Players,Type,Sold Price,Team,Overseas,Mat,Inns,No,Runs,Ave,BF,SR,Wickets
2023,Shams Mulani,AR,0.2,Mumbai Indians,,0,0,0,0,0,0,0,0
2020,Shane Watson,AR,4,Chennai Super Kings,1,11,11,1,299,29.9,247,121.05,0
2024,Shardul Thakur,AR,4,Chennai Super Kings,,9,3,2,21,21,17,123.52,5
2023,Shardul Thakur,BOW,10.75,Kolkata Knight Riders,,11,10,2,113,14.12,70,161.42,7
2022,Shardul Thakur,BOW,10.75,Delhi Capitals ,,14,10,2,120,15,87,137.93,15
2021,Shardul Thakur,BOW,2.6,Chennai Super Kings,,16,4,2,5,2.5,5,100,21
2020,Shardul Thakur,BOW,2.6,Chennai Super Kings,,9,2,1,12,12,21,57.14,10
2024,Shashank Singh,AR,0.2,Punjab Kings,,14,14,6,354,44.25,215,164.65,0
2022,Shashank Singh,AR,0.2,Sunrisers Hyderabad,,10,5,1,69,17.25,47,146.8,1
2020,Shashank Singh,AR,0.3,Rajasthan Royals,,0,0,0,0,0,0,0,0
2020,Sheldon Cottrell,BOW,8.5,Punjab Kings,1,6,1,0,0,0,2,0,6
2022,Sheldon Jackson,BAT/WK,0.6,Kolkata Knight Riders,,5,5,1,23,5.75,26,88.46,0
2021,Sheldon Jackson,BAT/WK,0.2,Kolkata Knight Riders,,0,0,0,0,0,0,0,0
2024,Sherfane Rutherford,BAT,1.5,Kolkata Knight Riders,1,0,0,0,0,0,0,0,0
2022,Sherfane Rutherford,AR,1,Royal Challengers Bangalore,1,3,2,0,33,16.5,50,66,0
2020,Sherfane Rutherford,AR,2,Mumbai Indians,1,0,0,0,0,0,0,0,0
2024,Shikhar Dhawan,BAT,8.25,Punjab Kings,,5,5,0,152,30.4,121,125.61,0
2023,Shikhar Dhawan,BAT,8.25,Punjab Kings,,11,11,2,373,41.44,261,142.91,0
2022,Shikhar Dhawan,BAT,8.25,Punjab Kings,,14,14,2,460,38.33,375,122.66,0
2021,Shikhar Dhawan,BAT,5.2,Delhi Capitals ,,16,16,1,587,39.13,471,124.62,0
2020,Shikhar Dhawan,BAT,5.2,Delhi Capitals ,,17,17,3,618,44.14,427,144.73,0
2024,Shimron Hetmyer,BAT,8.5,Rajasthan Royals,1,12,9,4,113,22.6,69,163.76,0
2023,Shimron Hetmyer,BAT,8.5,Rajasthan Royals,1,14,13,5,299,37.37,197,151.77,0
2022,Shimron Hetmyer,BAT,8.5,Rajasthan Royals,1,15,15,8,314,44.85,204,153.92,0
2021,Shimron Hetmyer,BAT,7.75,Delhi Capitals ,1,14,13,6,242,34.57,144,168.05,0
2020,Shimron Hetmyer,BAT,7.75,Delhi Capitals ,1,12,11,3,185,23.12,125,148,0
2024,Shivalik Sharma,AR,0.2,Mumbai Indians,,0,0,0,0,0,0,0,0
2024,Shivam Dube,AR,4,Chennai Super Kings,,14,14,3,396,36,244,162.29,1
2023,Shivam Dube,AR,4,Chennai Super Kings,,16,14,3,418,38,264,158.33,0
2022,Shivam Dube,AR,4,Chennai Super Kings,,11,11,1,289,28.9,185,156.21,0
2021,Shivam Dube,AR,4.4,Rajasthan Royals,,9,9,1,230,28.75,193,119.17,0
2020,Shivam Dube,AR,5,Royal Challengers Bangalore,,11,9,2,129,18.42,105,122.85,4
2024,Shivam Mavi,BOW,6.4,Lucknow Super Giants,,0,0,0,0,0,0,0,0
2023,Shivam Mavi,BOW,6,Gujarat Titans,,0,0,0,0,0,0,0,0
2022,Shivam Mavi,AR,7.25,Kolkata Knight Riders,,6,3,1,3,1.5,7,42.85,5
2021,Shivam Mavi,AR,3,Kolkata Knight Riders,,9,2,0,25,12.5,20,125,11
2020,Shivam Mavi,AR,3,Kolkata Knight Riders,,8,3,1,10,5,14,71.42,9
2024,Shivam Singh,AR,0.2,Punjab Kings,,1,1,1,2,-,3,66.66,0
2023,Shivam Singh,AR,0.2,Punjab Kings,,0,0,0,0,0,0,0,0
2021,Shreevats Goswami,BAT/WK,1,Sunrisers Hyderabad,,0,0,0,0,0,0,0,0
2020,Shreevats Goswami,BAT/WK,1,Sunrisers Hyderabad,,2,2,0,0,0,4,0,0
2024,Shreyas Gopal,BOW,0.2,Mumbai Indians,,3,-,-,-,-,-,-,3
2022,Shreyas Gopal,BOW,0.75,Sunrisers Hyderabad,,1,1,1,9,-,7,128.57,1
2021,Shreyas Gopal,AR,0.2,Rajasthan Royals,,3,2,1,7,7,5,140,0
2020,Shreyas Gopal,AR,0.2,Rajasthan Royals,,14,5,1,37,9.25,39,94.87,10
2024,Shreyas Iyer,BAT,12.25,Kolkata Knight Riders,,15,14,5,351,39,239,146.86,0
2023,Shreyas Iyer,BAT,12.25,Kolkata Knight Riders,,0,0,0,0,0,0,0,0
2022,Shreyas Iyer,BAT,12.25,Kolkata Knight Riders,,14,14,1,401,30.84,298,134.56,0
2021,Shreyas Iyer,BAT,7,Delhi Capitals ,,8,8,3,175,35,171,102.33,0
2020,Shreyas Iyer,BAT,7,Delhi Capitals ,,17,17,2,519,34.6,421,123.27,0
2024,Shubham Dubey,BAT,5.8,Rajasthan Royals,,4,3,1,33,16.5,19,173.68,0
2022,Shubham Garhwal,AR,0.2,Rajasthan Royals,,0,0,0,0,0,0,0,0
2024,Shubman Gill,BAT,8,Gujarat Titans,,12,12,1,426,38.72,289,147.4,0
2023,Shubman Gill,BAT,8,Gujarat Titans,,17,17,2,890,59.33,564,157.8,0
2022,Shubman Gill,BAT,8,Gujarat Titans,,16,16,2,483,34.5,365,132.32,0
2021,Shubman Gill,BAT,1.8,Kolkata Knight Riders,,17,17,0,478,28.11,402,118.9,0
2020,Shubman Gill,BAT,1.8,Kolkata Knight Riders,,14,14,1,440,33.84,373,117.96,0
2023,Siddarth Kaul,BOW,0.75,Royal Challengers Bangalore,,0,0,0,0,0,0,0,0
2022,Siddarth Kaul,BOW,0.75,Royal Challengers Bangalore,,1,-,-,-,-,-,-,0
2021,Siddarth Kaul,BOW,3.8,Sunrisers Hyderabad,,8,2,2,8,-,8,100,7
2020,Siddarth Kaul,BOW,3.8,Sunrisers Hyderabad,,1,-,-,-,-,-,-,2
2020,Siddhesh Lad,BAT,0.2,Kolkata Knight Riders,,0,0,0,0,0,0,0,0
2024,Sikandar Raza,AR,0.5,Punjab Kings,1,2,2,0,43,21.5,38,113.15,0
2023,Sikandar Raza,AR,0.5,Punjab Kings,1,7,7,2,139,27.8,98,141.83,3
2024,Simarjeet Singh,BOW,0.2,Chennai Super Kings,,4,-,-,-,-,-,-,5
2023,Simarjeet Singh,BOW,0.2,Chennai Super Kings,,0,0,0,0,0,0,0,0
2022,Simarjeet Singh,BOW,0.2,Chennai Super Kings,,6,3,2,7,7,8,87.5,4
2023,Sonu Yadav,AR,0.2,Royal Challengers Bangalore,,0,0,0,0,0,0,0,0
2024,Spencer Johnson,BOW,10,Gujarat Titans,1,5,3,3,6,-,7,85.71,4
2022,Srikar Bharat,BAT/WK,1.2,Delhi Capitals,,2,2,0,8,4,7,114.28,0
2021,Srikar Bharat,BAT/WK,1.2,Royal Challengers Bangalore,,8,7,2,191,38.2,156,122.43,0
2021,Steven Smith,BAT,2.2,Delhi Capitals ,1,8,7,1,152,25.33,135,112.59,0
2020,Steven Smith,BAT,12.5,Rajasthan Royals,1,14,14,2,311,25.91,237,131.22,0
2023,Subhranshu Senapati,BAT,0.2,Chennai Super Kings,,0,0,0,0,0,0,0,0
2022,Subhranshu Senapati,BAT,0.2,Chennai Super Kings,,0,0,0,0,0,0,0,0
2024,Sumit Kumar,AR,1,Delhi Capitals,,4,3,1,18,9,24,75,0
2024,Sunil Narine,BOW,6,Kolkata Knight Riders,1,15,14,0,488,34.85,270,180.74,17
2023,Sunil Narine,BOW,6,Kolkata Knight Riders,1,14,10,3,21,3,25,84,11
2022,Sunil Narine,BOW,6,Kolkata Knight Riders,1,14,10,2,71,8.87,40,177.5,9
2021,Sunil Narine,BOW,12.5,Kolkata Knight Riders,1,14,10,2,62,7.75,47,131.91,16
2020,Sunil Narine,BOW,12.5,Kolkata Knight Riders,1,10,9,0,121,13.44,85,142.35,5
2021,Suresh Raina,BAT,11,Chennai Super Kings,,12,11,2,160,17.77,128,125,0
2020,Suresh Raina,BAT,11,Chennai Super Kings,,0,0,0,0,0,0,0,0
2024,Suryakumar Yadav,BAT,8,Mumbai Indians,,11,11,1,345,34.5,206,167.47,0
2023,Suryakumar Yadav,BAT,8,Mumbai Indians,,16,16,2,605,43.21,334,181.13,0
2022,Suryakumar Yadav,BAT,8,Mumbai Indians,,8,8,1,303,43.28,208,145.67,0
2021,Suryakumar Yadav,BAT,3.2,Mumbai Indians,,14,14,0,317,22.64,221,143.43,0
2020,Suryakumar Yadav,BAT,3.2,Mumbai Indians,,16,15,3,480,40,331,145.01,0
2024,Sushant Mishra,BOW,2.2,Gujarat Titans,,0,0,0,0,0,0,0,0
2024,Suyash Prabhudessai,AR,0.3,Royal Challengers Bangalore,,1,1,0,24,24,18,133.33,0
2023,Suyash Prabhudessai,AR,0.3,Royal Challengers Bangalore,,5,4,0,35,8.75,29,120.68,0
2022,Suyash Prabhudessai,AR,0.3,Royal Challengers Bangalore,,5,5,0,67,13.4,59,113.55,0
2021,Suyash Prabhudessai,AR,0.2,Royal Challengers Bangalore,,0,0,0,0,0,0,0,0
2024,Suyash Sharma,BOW,0.2,Kolkata Knight Riders,,2,-,-,-,-,-,-,0
2023,Suyash Sharma,BOW,0.2,Kolkata Knight Riders,,11,-,-,-,-,-,-,10
2024,Swapnil Singh,AR,0.2,Royal Challengers Bangalore,,7,5,3,37,18.5,21,176.19,6
2023,Swapnil Singh,AR,0.2,Lucknow Super Giants,,2,1,1,2,-,4,50,0
2024,Swastik Chikara,BAT,0.2,Delhi Capitals,,0,0,0,0,0,0,0,0
2024,T Natarajan,BOW,4,Sunrisers Hyderabad,,14,-,-,-,-,-,-,19
2023,T Natarajan,BOW,4,Sunrisers Hyderabad,,12,-,-,-,-,-,-,10
2022,T Natarajan,BOW,4,Sunrisers Hyderabad,,11,-,-,-,-,-,-,18
2021,T Natarajan,BOW,0.4,Sunrisers Hyderabad,,2,1,1,0,-,0,-,2
2020,T Natarajan,BOW,0.4,Sunrisers Hyderabad,,16,3,3,3,-,5,60,16
2020,Tajinder Dhillon,AR,0.2,Punjab Kings,,0,0,0,0,0,0,0,0
2024,Tanay Thyagarajan,AR,0.2,Punjab Kings,,0,0,0,0,0,0,0,0
2022,Tejas Baroka,BOW,0.2,Rajasthan Royals,,1,-,-,-,-,-,-,0
2024,Tilak Varma,AR,1.7,Mumbai Indians,,13,13,3,416,41.6,278,149.64,0
2023,Tilak Varma,AR,1.7,Mumbai Indians,,11,11,3,343,42.87,209,164.11,0
2022,Tilak Varma,AR,1.7,Mumbai Indians,,14,14,3,397,36.09,303,131.02,0
2024,Tim David,AR,8.25,Mumbai Indians,1,13,11,3,241,30.12,152,158.55,0
2023,Tim David,AR,8.25,Mumbai Indians,1,16,15,6,231,25.66,146,158.21,0
2021,Tim David,AR,8.25,Mumbai Indians,1,1,1,0,1,1,3,33.33,0
2022,Tim David,AR,8.25,Mumbai Indians,1,8,8,3,186,37.2,86,216.27,0
2022,Tim Seifert,BAT/WK,0.5,Delhi Capitals ,1,2,2,0,24,12,19,126.31,0
2021,Tim Seifert,BAT/WK,0.5,Kolkata Knight Riders,1,1,1,0,2,2,4,50,0
2023,Tim Southee,BOW,1.5,Kolkata Knight Riders,1,2,-,-,-,-,-,-,2
2022,Tim Southee,BOW,1.5,Kolkata Knight Riders,1,9,5,1,2,0.5,12,16.66,14
2021,Tim Southee,BOW,1.5,Kolkata Knight Riders,1,3,1,0,3,3,5,60,3
2020,Tom Banton,BAT,1,Kolkata Knight Riders,1,2,2,0,18,9,20,90,0
2024,Tom Curran,AR,1.5,Royal Challengers Bangalore,1,0,0,0,0,0,0,0,0
2021,Tom Curran,AR,5.25,Delhi Capitals ,1,3,2,1,21,21,17,123.52,4
2020,Tom Curran,AR,1,Rajasthan Royals,1,5,4,3,83,83,62,133.87,3
2024,Tom Kohler-Cadmore,BAT/WK,0.4,Rajasthan Royals,1,4,3,0,48,16,54,88.88,0
2024,Travis Head,BAT,6.8,Sunrisers Hyderabad,1,15,15,1,567,40.5,296,191.55,0
2024,Trent Boult,BOW,8,Rajasthan Royals,1,16,5,3,14,7,16,87.5,16
2023,Trent Boult,BOW,8,Rajasthan Royals,1,10,4,3,16,16,14,114.28,13
2022,Trent Boult,BOW,8,Rajasthan Royals,1,16,8,6,40,20,29,137.93,16
2021,Trent Boult,BOW,3.2,Mumbai Indians,1,14,4,4,1,-,4,25,13
2020,Trent Boult,BOW,3.2,Mumbai Indians,1,15,1,0,0,0,1,0,25
2024,Tristan Stubbs,BAT/WK,0.5,Delhi Capitals,1,14,13,6,378,54,198,190.9,0
2022,Tristan Stubbs,BAT/WK,0.2,Mumbai Indians,1,2,2,0,2,1,4,50,1
2023,Tristan Stubbs,BAT/WK,0.2,Mumbai Indians,1,2,2,0,25,12.5,31,80.64,3
2024,Tushar Deshpande,BOW,0.2,Chennai Super Kings,,13,1,1,0,-,1,0,17
2023,Tushar Deshpande,BOW,0.2,Chennai Super Kings,,16,1,1,0,-,1,0,21
2022,Tushar Deshpande,BOW,0.2,Chennai Super Kings,,2,-,-,-,-,-,-,1
2020,Tushar Deshpande,BOW,0.2,Delhi Capitals ,,5,2,1,21,21,12,175,3
2022,Tymal Mills,BOW,1.5,Mumbai Indians,1,5,2,1,0,0,3,0,6
2024,Umesh Yadav,BOW,5.8,Gujarat Titans,,7,2,1,12,12,15,80,8
2023,Umesh Yadav,BOW,2,Kolkata Knight Riders,,8,5,3,19,9.5,18,105.55,1
2022,Umesh Yadav,BOW,2,Kolkata Knight Riders,,12,7,3,55,13.75,40,137.5,16
2021,Umesh Yadav,BOW,1,Delhi Capitals ,,0,0,0,0,0,0,0,0
2020,Umesh Yadav,BOW,4.2,Royal Challengers Bangalore,,2,1,0,0,0,2,0,0
2024,Umran Malik,BOW,4,Sunrisers Hyderabad,,1,-,-,-,-,-,-,0
2023,Umran Malik,BOW,4,Sunrisers Hyderabad,,8,2,1,19,19,8,237.5,5
2022,Umran Malik,BOW,4,Sunrisers Hyderabad,,14,4,3,4,4,8,50,22
2021,Umran Malik,BOW,4,Sunrisers Hyderabad,,3,-,-,-,-,-,-,2
2024,Upendra Yadav,BAT/WK,0.25,Sunrisers Hyderabad,,0,0,0,0,0,0,0,0
2023,Upendra Yadav,BAT/WK,0.25,Sunrisers Hyderabad,,0,0,0,0,0,0,0,0
2023,Urvil Patel,BAT/WK,0.2,Gujarat Titans,,0,0,0,0,0,0,0,0
2021,Utkarsh Singh,AR,0.2,Punjab Kings,,0,0,0,0,0,0,0,0
2024,Vaibhav Arora,BOW,0.6,Kolkata Knight Riders,,10,2,2,1,-,1,100,11
2023,Vaibhav Arora,BOW,0.6,Kolkata Knight Riders,,5,2,2,3,-,2,150,5
2022,Vaibhav Arora,BOW,2,Punjab Kings,,5,4,2,5,2.5,13,38.46,3
2021,Vaibhav Arora,BOW,0.2,Kolkata Knight Riders,,0,0,0,0,0,0,0,0
2022,Varun Aaron,BOW,0.5,Gujarat Titans,,2,-,-,-,-,-,-,2
2020,Varun Aaron,BOW,2.4,Rajasthan Royals,,3,2,1,1,1,10,10,0
2024,Varun Chakravarthy,BOW,12,Kolkata Knight Riders,,15,-,-,-,-,-,-,21
2023,Varun Chakravarthy,AR,12,Kolkata Knight Riders,,14,2,1,1,1,9,11.11,20
2022,Varun Chakravarthy,AR,8,Kolkata Knight Riders,,11,4,4,12,-,18,66.66,6
2021,Varun Chakravathi,AR,4,Kolkata Knight Riders,,17,3,2,2,2,4,50,18
2020,Varun Chakravathi,AR,4,Kolkata Knight Riders,,13,3,1,10,5,15,66.66,17
2024,Venkatesh Iyer,AR,8,Kolkata Knight Riders,,15,13,5,370,46.25,233,158.79,0
2023,Venkatesh Iyer,AR,8,Kolkata Knight Riders,,14,14,0,404,28.85,277,145.84,0
2022,Venkatesh Iyer,AR,8,Kolkata Knight Riders,,12,12,1,182,16.54,169,107.69,0
2021,Venkatesh Iyer,AR,0.2,Kolkata Knight Riders,,10,10,1,370,41.11,288,128.47,3
2024,Vicky Ostwal,AR,0.2,Delhi Capitals,,0,0,0,0,0,0,0,0
2023,Vicky Ostwal,AR,0.2, Delhi Capitals,,0,0,0,0,0,0,0,0
2022,Vicky Ostwal,AR,0.2,Delhi Capitals ,,0,0,0,0,0,0,0,0
2024,Vidwath Kaverappa,BOW,0.2,Punjab Kings,,1,-,-,-,-,-,-,2
2023,Vidwath Kaverappa,BOW,0.2,Punjab Kings,,0,0,0,0,0,0,0,0
2024,Vijay Shankar,AR,1.4,Gujarat Titans,,7,7,2,83,16.6,72,115.27,0
2023,Vijay Shankar,AR,1.4,Gujarat Titans,,14,10,2,301,37.62,188,160.1,0
2022,Vijay Shankar,AR,1.4,Gujarat Titans,,4,4,0,19,4.75,35,54.28,0
2021,Vijay Shankar,AR,3.2,Sunrisers Hyderabad,,7,5,0,58,11.6,52,111.53,3
2020,Vijay Shankar,AR,3.2,Sunrisers Hyderabad,,7,5,1,97,24.25,96,101.04,4
2024,Virat Kohli,BAT,15,Royal Challengers Bangalore,,15,15,3,741,61.75,479,154.69,0
2023,Virat Kohli,BAT,15,Royal Challengers Bangalore,,14,14,2,639,53.25,457,139.82,0
2022,Virat Kohli,BAT,15,Royal Challengers Bangalore,,16,16,1,341,22.73,294,115.98,0
2021,Virat Kohli,BAT,17,Royal Challengers Bangalore,,15,15,1,405,28.92,339,119.46,0
2020,Virat Kohli,BAT,17,Royal Challengers Bangalore,,15,15,4,466,42.36,384,121.35,0
2021,Virat Singh,BAT,1.9,Sunrisers Hyderabad,,3,2,0,15,7.5,26,57.69,0
2020,Virat Singh,BAT,1.9,Sunrisers Hyderabad,,0,0,0,0,0,0,0,0
2024,Vishnu Vinod,BAT/WK,0.2,Mumbai Indians,,0,0,0,0,0,0,0,0
2023,Vishnu Vinod,BAT/WK,0.2,Mumbai Indians,,3,3,0,37,12.33,31,119.35,0
2022,Vishnu Vinod,BAT/WK,0.5,Sunrisers Hyderabad,,0,0,0,0,0,0,0,0
2021,Vishnu Vinod,BAT/WK,0.2,Delhi Capitals ,,0,0,0,0,0,0,0,0
2024,Vishwanath Singh,AR,0.2,Punjab Kings,,0,0,0,0,0,0,0,0
2023,Vivrant Sharma,AR,2.6,Sunrisers Hyderabad,,3,1,0,69,69,47,146.8,0
2024,Vyshak Vijaykumar,BOW,0.2,Royal Challengers Bangalore,,4,2,1,1,1,3,33.33,4
2023,Vyshak Vijaykumar,BOW,0.2,Royal Challengers Bangalore,,7,2,1,13,13,9,144.44,9
2024,Wanindu Hasaranga,AR,1.5,Sunrisers Hyderabad,1,0,0,0,0,0,0,0,0
2023,Wanindu Hasaranga,AR,10.75,Royal Challengers Bangalore,1,8,5,3,33,16.5,28,117.85,9
2022,Wanindu Hasaranga,AR,10.75,Royal Challengers Bangalore,1,16,7,0,38,5.42,43,88.37,26
2021,Wanindu Hasaranga,AR,10.75,Royal Challengers Bangalore,1,2,2,1,1,1,2,50,0
2024,Washington Sundar,AR,8.75,Sunrisers Hyderabad,,2,2,1,0,0,1,0,1
2023,Washington Sundar,AR,8.75,Sunrisers Hyderabad,,7,5,1,60,15,60,100,3
2022,Washington Sundar,AR,8.75,Sunrisers Hyderabad,,9,7,0,101,14.42,69,146.37,6
2021,Washington Sundar,AR,3.2,Royal Challengers Bangalore,,6,4,0,31,7.75,47,65.95,3
2020,Washington Sundar,AR,3.2,Royal Challengers Bangalore,,15,9,3,111,18.5,95,116.84,8
2024,Will Jacks,BAT,3.2,Royal Challengers Bangalore,1,8,8,1,230,32.85,131,175.57,2
2023,Will Jacks,BAT,3.2,Royal Challengers Bangalore,1,0,0,0,0,0,0,0,0
2024,Wriddhiman Saha,BAT/WK,1.9,Gujarat Titans,,9,9,0,136,15.11,115,118.26,0
2023,Wriddhiman Saha,BAT/WK,1.9,Gujarat Titans,,17,17,1,371,23.18,287,129.26,0
2022,Wriddhiman Saha,BAT/WK,1.9,Gujarat Titans,,11,11,1,317,31.7,259,122.39,0
2021,Wriddhiman Saha,BAT/WK,1.2,Sunrisers Hyderabad,,9,9,0,131,14.55,140,93.57,0
2020,Wriddhiman Saha,BAT/WK,1.2,Sunrisers Hyderabad,,4,4,1,214,71.33,153,139.86,0
2022,Writtick Chatterjee,AR,0.2,Punjab Kings,,0,0,0,0,0,0,0,0
2024,Yash Dayal,BOW,5,Royal Challengers Bangalore,,14,-,-,-,-,-,-,15
2023,Yash Dayal,BOW,3.2,Gujarat Titans,,5,-,-,-,-,-,-,2
2022,Yash Dayal,BOW,3.2,Gujarat Titans,,9,1,0,0,0,1,0,11
2024,Yash Dhull,AR,0.5,Delhi Capitals,,0,0,0,0,0,0,0,0
2023,Yash Dhull,AR,0.5, Delhi Capitals,,4,3,0,16,5.33,23,69.56,0
2022,Yash Dhull,AR,0.5,Delhi Capitals ,,0,0,0,0,0,0,0,0
2024,Yash Thakur,BOW,0.45,Lucknow Super Giants,,10,-,-,-,-,-,-,11
2023,Yash Thakur,BOW,0.45,Lucknow Super Giants,,9,-,-,-,-,-,-,13
2024,Yashasvi Jaiswal,AR,4,Rajasthan Royals,,16,15,1,435,31.07,279,155.91,0
2023,Yashasvi Jaiswal,AR,4,Rajasthan Royals,,14,14,1,625,48.07,382,163.61,0
2022,Yashasvi Jaiswal,AR,4,Rajasthan Royals,,10,10,0,258,25.8,194,132.98,0
2021,Yashasvi Jaiswal,AR,2.4,Rajasthan Royals,,10,10,0,249,24.9,168,148.21,0
2020,Yashasvi Jaiswal,AR,2.4,Rajasthan Royals,,3,3,0,40,13.33,44,90.9,0
2023,Yudhvir Singh Charak,AR,0.2,Lucknow Super Giants,,3,2,0,1,0.5,2,50,3
2024,Yudhvir Singh Charak,AR,0.2,Lucknow Super Giants,,2,2,0,21,10.5,14,150,1
2021,Yudhvir Singh Charak,AR,0.2,Mumbai Indians,,0,0,0,0,0,0,0,0
2024,Yuzvendra Chahal,BOW,6.5,Rajasthan Royals,,15,-,-,-,-,-,-,18
2023,Yuzvendra Chahal,BOW,6.5,Rajasthan Royals,,14,-,-,-,-,-,-,21
2022,Yuzvendra Chahal,BOW,6.5,Rajasthan Royals,,17,2,1,5,5,8,62.5,27
2021,Yuzvendra Chahal,BOW,6,Royal Challengers Bangalore,,15,2,2,10,-,27,37.03,18
2020,Yuzvendra Chahal,BOW,6,Royal Challengers Bangalore,,15,2,1,1,1,3,33.33,21